,年化收益率,季度胜率,夏普比率,卡玛比率,cmo_length,m_length
绩效数据,0.05311526,0.523809524,0.058935977,0.10336441,165,40
绩效数据,0.053072055,0.523809524,0.059000873,0.101082513,190,40
绩效数据,0.053416941,0.523809524,0.059568156,0.091656925,20,70
绩效数据,0.053747047,0.69047619,0.060851755,0.095774072,20,30
绩效数据,0.053872084,0.547619048,0.061889235,0.103828077,95,50
绩效数据,0.053719969,0.523809524,0.061934072,0.102316548,195,40
绩效数据,0.054103846,0.571428571,0.06292334,0.10429233,45,100
绩效数据,0.054166487,0.571428571,0.063217983,0.111610691,40,110
绩效数据,0.0547424,0.571428571,0.066248487,0.092031161,15,190
绩效数据,0.054990178,0.595238095,0.066553589,0.11828811,70,20
绩效数据,0.055124412,0.547619048,0.066949239,0.113577575,5,45
绩效数据,0.055342862,0.619047619,0.068032257,0.112309735,65,20
绩效数据,0.055315332,0.619047619,0.068043405,0.105793865,75,20
绩效数据,0.05524583,0.5,0.068075833,0.087508135,125,35
绩效数据,0.055309168,0.547619048,0.068317644,0.1161059,25,125
绩效数据,0.055492503,0.619047619,0.068784023,0.134719638,85,5
绩效数据,0.055453202,0.547619048,0.06973162,0.106706032,180,40
绩效数据,0.055604731,0.547619048,0.070391794,0.106997612,175,40
绩效数据,0.056268615,0.595238095,0.072308937,0.1441011,95,5
绩效数据,0.056376162,0.571428571,0.072859193,0.103190624,95,15
绩效数据,0.056451396,0.619047619,0.073240558,0.093856833,40,80
绩效数据,0.056380098,0.5,0.073308788,0.09079111,140,35
绩效数据,0.056600787,0.571428571,0.07406437,0.098778758,130,15
绩效数据,0.056745923,0.547619048,0.074399926,0.099046588,70,25
绩效数据,0.056647196,0.5,0.075175621,0.088514404,225,25
绩效数据,0.056775727,0.571428571,0.075285828,0.09623547,15,185
绩效数据,0.056954696,0.547619048,0.076089105,0.111608688,160,40
绩效数据,0.057186536,0.476190476,0.07652987,0.105817464,5,120
绩效数据,0.057309339,0.619047619,0.076903373,0.146766342,90,5
绩效数据,0.057588828,0.595238095,0.077516681,0.165817756,5,5
绩效数据,0.057442595,0.523809524,0.07871896,0.110534128,185,40
绩效数据,0.058004043,0.595238095,0.080153615,0.096935689,45,75
绩效数据,0.058053316,0.595238095,0.080313027,0.107017112,90,15
绩效数据,0.058422934,0.571428571,0.081885325,0.089191438,65,35
绩效数据,0.058473813,0.595238095,0.082201525,0.097069772,40,75
绩效数据,0.058735319,0.595238095,0.082841407,0.136228252,25,15
绩效数据,0.058720755,0.642857143,0.083422555,0.106498627,40,95
绩效数据,0.058857102,0.571428571,0.083898432,0.118950232,15,95
绩效数据,0.058801606,0.595238095,0.083904587,0.104242262,135,15
绩效数据,0.059380706,0.595238095,0.08630639,0.122691895,60,70
绩效数据,0.059417172,0.619047619,0.086381092,0.114667085,15,90
绩效数据,0.059567337,0.619047619,0.08661855,0.098589633,30,20
绩效数据,0.059761077,0.547619048,0.087309735,0.173779724,25,5
绩效数据,0.05973071,0.595238095,0.087409466,0.115234909,50,25
绩效数据,0.059851719,0.547619048,0.08794562,0.101563837,25,50
绩效数据,0.059912566,0.619047619,0.088675174,0.108480088,70,60
绩效数据,0.059681946,0.571428571,0.088786078,0.097333614,180,35
绩效数据,0.060079326,0.595238095,0.088789577,0.128004271,30,15
绩效数据,0.060032309,0.571428571,0.089002749,0.102062579,20,75
绩效数据,0.05980279,0.571428571,0.089361299,0.097530693,185,35
绩效数据,0.060158915,0.5,0.089981823,0.09725888,120,35
绩效数据,0.060285875,0.571428571,0.090507516,0.128853232,40,105
绩效数据,0.060419538,0.571428571,0.091220443,0.115872667,125,40
绩效数据,0.060950925,0.619047619,0.093274806,0.112129635,55,65
绩效数据,0.060928274,0.547619048,0.093915166,0.12259027,155,40
绩效数据,0.061312413,0.619047619,0.094823998,0.155676587,105,5
绩效数据,0.061174465,0.547619048,0.095472233,0.121175779,170,40
绩效数据,0.061575816,0.619047619,0.095985555,0.157692577,100,5
绩效数据,0.061612364,0.523809524,0.096549911,0.10114265,130,35
绩效数据,0.061905059,0.642857143,0.096864004,0.155004961,40,5
绩效数据,0.061463762,0.523809524,0.096906062,0.096040556,215,25
绩效数据,0.061948767,0.595238095,0.097665919,0.123952368,60,55
绩效数据,0.061771843,0.571428571,0.098259712,0.100741967,190,35
绩效数据,0.062165511,0.642857143,0.098630537,0.107481459,30,85
绩效数据,0.061932787,0.619047619,0.098891855,0.105393794,15,195
绩效数据,0.062313941,0.619047619,0.099343943,0.110481973,20,100
绩效数据,0.062032888,0.5,0.09949226,0.096929848,220,25
绩效数据,0.06256787,0.642857143,0.099795377,0.100211407,20,25
绩效数据,0.062577594,0.571428571,0.100023342,0.094560075,35,40
绩效数据,0.062255183,0.571428571,0.100468847,0.12370212,190,45
绩效数据,0.062691948,0.523809524,0.101638445,0.100955333,150,35
绩效数据,0.062924339,0.571428571,0.101895878,0.113207313,75,25
绩效数据,0.063002557,0.619047619,0.102431844,0.122921874,65,60
绩效数据,0.063333023,0.547619048,0.102883769,0.171449894,10,5
绩效数据,0.063203951,0.595238095,0.103334674,0.119330874,65,65
绩效数据,0.063262462,0.619047619,0.103512367,0.160627899,110,5
绩效数据,0.063070698,0.5,0.104196164,0.098551484,230,25
绩效数据,0.06332195,0.523809524,0.104431528,0.10196985,145,35
绩效数据,0.063294903,0.547619048,0.104686922,0.104745731,170,35
绩效数据,0.063524538,0.619047619,0.10473447,0.111602478,30,90
绩效数据,0.063551545,0.571428571,0.105168179,0.1080665,10,150
绩效数据,0.063684155,0.547619048,0.105378101,0.106126614,10,100
绩效数据,0.063549988,0.5,0.106380308,0.100870159,235,25
绩效数据,0.063810053,0.523809524,0.106529034,0.120948955,155,15
绩效数据,0.065177522,0.595238095,0.111866493,0.097771622,60,35
绩效数据,0.065199341,0.595238095,0.111887659,0.099034874,55,35
绩效数据,0.06525541,0.571428571,0.112546748,0.138172017,85,50
绩效数据,0.065386536,0.619047619,0.113230513,0.140067726,40,100
绩效数据,0.06545758,0.595238095,0.113257505,0.103903059,70,35
绩效数据,0.065415184,0.571428571,0.113751872,0.140135393,130,45
绩效数据,0.065586926,0.642857143,0.114024385,0.117995191,45,90
绩效数据,0.065603109,0.571428571,0.1143309,0.126925641,120,40
绩效数据,0.065678182,0.523809524,0.115399221,0.120669142,190,15
绩效数据,0.066454412,0.571428571,0.117812572,0.140710788,80,50
绩效数据,0.066170327,0.571428571,0.118001705,0.107915332,175,35
绩效数据,0.066560517,0.571428571,0.119365262,0.144430552,160,45
绩效数据,0.067138588,0.571428571,0.120827644,0.125016349,50,70
绩效数据,0.067361366,0.619047619,0.121161411,0.164589673,55,5
绩效数据,0.066906119,0.523809524,0.121320017,0.122925204,195,15
绩效数据,0.067523208,0.666666667,0.122051086,0.17249619,80,5
绩效数据,0.06768893,0.595238095,0.122444945,0.13811764,15,30
绩效数据,0.067513066,0.619047619,0.122717173,0.163888921,35,105
绩效数据,0.067582153,0.595238095,0.12291749,0.13097486,70,65
绩效数据,0.067517244,0.547619048,0.123433668,0.109517205,155,35
绩效数据,0.067826387,0.547619048,0.124545814,0.128561727,160,15
绩效数据,0.067983129,0.547619048,0.124704771,0.141440578,20,115
绩效数据,0.068162621,0.571428571,0.124887113,0.130185446,25,60
绩效数据,0.068236648,0.595238095,0.125650565,0.124855437,45,70
绩效数据,0.068292048,0.571428571,0.125870166,0.138326533,30,75
绩效数据,0.068424455,0.595238095,0.126580575,0.126144018,25,100
绩效数据,0.068637703,0.595238095,0.127296009,0.125471817,15,85
绩效数据,0.068418172,0.547619048,0.127544439,0.111723866,165,35
绩效数据,0.069139086,0.523809524,0.130484848,0.131049886,165,15
绩效数据,0.069374505,0.619047619,0.130784512,0.136349168,60,60
绩效数据,0.069323986,0.571428571,0.130796123,0.15082396,30,110
绩效数据,0.069608608,0.5,0.132141724,0.112749588,115,35
绩效数据,0.069319793,0.595238095,0.132349439,0.153144298,185,45
绩效数据,0.069908785,0.571428571,0.133405094,0.151809914,25,115
绩效数据,0.070124598,0.571428571,0.13447396,0.137909971,140,15
绩效数据,0.070572702,0.595238095,0.13614924,0.13521787,60,65
绩效数据,0.071065916,0.619047619,0.138346167,0.154463511,30,95
绩效数据,0.070766002,0.523809524,0.138898268,0.130222105,220,15
绩效数据,0.071228344,0.571428571,0.139292148,0.162336352,20,120
绩效数据,0.071076016,0.571428571,0.139475907,0.154228794,155,45
绩效数据,0.071207123,0.571428571,0.140051106,0.116278101,160,35
绩效数据,0.071534223,0.571428571,0.140883894,0.140682198,150,15
绩效数据,0.071895399,0.571428571,0.142380476,0.134810139,115,40
绩效数据,0.072092471,0.666666667,0.142812543,0.134731095,20,95
绩效数据,0.072140508,0.571428571,0.143409683,0.135687324,105,40
绩效数据,0.072096531,0.523809524,0.143771475,0.136655585,170,15
绩效数据,0.071943064,0.523809524,0.144252911,0.132388111,230,15
绩效数据,0.072788885,0.619047619,0.144995328,0.140150199,15,25
绩效数据,0.072583286,0.619047619,0.145105097,0.132688872,20,105
绩效数据,0.072635821,0.642857143,0.145339072,0.141185239,40,85
绩效数据,0.072636354,0.595238095,0.145341405,0.154984121,75,50
绩效数据,0.072762213,0.619047619,0.145910372,0.129325096,40,90
绩效数据,0.072772471,0.571428571,0.14594776,0.14831582,55,70
绩效数据,0.072604031,0.571428571,0.146004563,0.155535668,135,45
绩效数据,0.072733345,0.523809524,0.14691606,0.136347497,185,15
绩效数据,0.073150525,0.619047619,0.147360458,0.155086224,30,70
绩效数据,0.072644918,0.523809524,0.147362532,0.132038286,215,15
绩效数据,0.072678495,0.547619048,0.147550705,0.133741436,225,15
绩效数据,0.073120538,0.595238095,0.149422151,0.175173709,170,45
绩效数据,0.073734504,0.666666667,0.150105701,0.144712565,45,65
绩效数据,0.073718552,0.595238095,0.150452631,0.17110592,25,120
绩效数据,0.073787812,0.571428571,0.150711235,0.142749465,100,40
绩效数据,0.073450664,0.595238095,0.150836617,0.167983825,165,45
绩效数据,0.074012946,0.619047619,0.151328309,0.13940105,20,85
绩效数据,0.073939671,0.523809524,0.151439442,0.119764893,110,35
绩效数据,0.073961777,0.571428571,0.151574456,0.138684777,110,40
绩效数据,0.073589515,0.595238095,0.151607393,0.171452587,180,45
绩效数据,0.073877262,0.523809524,0.151969649,0.140030876,175,15
绩效数据,0.074485865,0.595238095,0.152673751,0.186333054,45,5
绩效数据,0.074369458,0.571428571,0.152717098,0.156828966,25,70
绩效数据,0.074303461,0.571428571,0.153191834,0.146128298,145,15
绩效数据,0.074270781,0.595238095,0.154664726,0.174165542,175,45
绩效数据,0.074787675,0.595238095,0.155422855,0.163131828,120,45
绩效数据,0.074707114,0.571428571,0.155468224,0.163507641,140,45
绩效数据,0.07489518,0.595238095,0.156137425,0.163663071,125,45
绩效数据,0.075014404,0.571428571,0.157141873,0.162774752,150,45
绩效数据,0.075149871,0.523809524,0.158750579,0.13828921,235,15
绩效数据,0.07625748,0.523809524,0.162722143,0.144542467,180,15
绩效数据,0.076559582,0.619047619,0.162935167,0.186165745,35,100
绩效数据,0.076976515,0.619047619,0.164372302,0.159600649,45,55
绩效数据,0.076895204,0.595238095,0.164431362,0.163680058,25,110
绩效数据,0.077036428,0.547619048,0.164459311,0.159769543,25,65
绩效数据,0.076917304,0.595238095,0.164729413,0.170472481,20,125
绩效数据,0.076950644,0.595238095,0.164953132,0.16534498,110,45
绩效数据,0.077046915,0.619047619,0.164953646,0.160297161,70,50
绩效数据,0.077378951,0.523809524,0.165980708,0.141984989,45,45
绩效数据,0.077514719,0.547619048,0.166370148,0.144240575,30,55
绩效数据,0.076884246,0.523809524,0.166482327,0.140238432,210,15
绩效数据,0.077581342,0.642857143,0.167244912,0.151562363,55,60
绩效数据,0.077987098,0.595238095,0.167749424,0.252016512,20,5
绩效数据,0.077657204,0.571428571,0.168930919,0.168509399,145,45
绩效数据,0.078165116,0.642857143,0.168966908,0.130380081,25,25
绩效数据,0.078191975,0.642857143,0.170089633,0.15942286,35,90
绩效数据,0.078281499,0.642857143,0.170452366,0.143691224,25,95
绩效数据,0.078165331,0.571428571,0.170773791,0.160450553,130,40
绩效数据,0.078469924,0.619047619,0.171163687,0.158813452,50,55
绩效数据,0.078317925,0.571428571,0.171647167,0.160373908,145,40
绩效数据,0.078580071,0.595238095,0.171690765,0.165817639,15,100
绩效数据,0.07845635,0.595238095,0.171743065,0.171134185,115,45
绩效数据,0.078762095,0.547619048,0.17224096,0.140894644,50,45
绩效数据,0.078773656,0.571428571,0.172680864,0.148236547,85,40
绩效数据,0.078875372,0.619047619,0.172987214,0.133376363,75,35
绩效数据,0.079047798,0.595238095,0.173092205,0.124505373,40,40
绩效数据,0.079154957,0.619047619,0.17337398,0.193405942,50,5
绩效数据,0.079094903,0.595238095,0.174490768,0.169952381,105,45
绩效数据,0.079577678,0.666666667,0.175358201,0.203290789,70,5
绩效数据,0.079978143,0.595238095,0.178175298,0.200918961,30,105
绩效数据,0.07949418,0.547619048,0.178245063,0.144999005,205,15
绩效数据,0.079649161,0.547619048,0.178884604,0.145281693,200,15
绩效数据,0.080278618,0.595238095,0.179252023,0.136296999,80,35
绩效数据,0.080364843,0.547619048,0.179597356,0.192288764,40,65
绩效数据,0.080961381,0.666666667,0.181577404,0.206825626,75,5
绩效数据,0.081264419,0.571428571,0.182226419,0.158620536,5,20
绩效数据,0.08096756,0.571428571,0.183785816,0.162910163,150,40
绩效数据,0.081357333,0.666666667,0.184054145,0.165543686,65,50
绩效数据,0.081322927,0.571428571,0.185060846,0.168918425,140,40
绩效数据,0.081763208,0.595238095,0.18584162,0.169867292,55,55
绩效数据,0.081750067,0.619047619,0.185951388,0.190837524,25,105
绩效数据,0.081817862,0.619047619,0.186084885,0.165018117,20,90
绩效数据,0.082299402,0.571428571,0.188398816,0.16125852,90,40
绩效数据,0.08263979,0.571428571,0.18972275,0.198335215,45,60
绩效数据,0.082831946,0.666666667,0.190618953,0.164610542,25,90
绩效数据,0.082856094,0.571428571,0.190827885,0.140392156,80,40
绩效数据,0.084114837,0.642857143,0.196434775,0.171640489,35,85
绩效数据,0.084176147,0.571428571,0.197748514,0.174844937,135,40
绩效数据,0.084371806,0.571428571,0.197763784,0.166242855,95,40
绩效数据,0.085980364,0.619047619,0.204799657,0.20966383,30,100
绩效数据,0.086100438,0.571428571,0.204860907,0.196004161,30,65
绩效数据,0.086023252,0.595238095,0.205375749,0.184947877,100,45
绩效数据,0.086551966,0.666666667,0.206248003,0.22110745,65,5
绩效数据,0.086707275,0.619047619,0.207872092,0.167897094,35,80
绩效数据,0.086902017,0.619047619,0.208694285,0.144458146,65,40
绩效数据,0.087653979,0.666666667,0.212256936,0.187425322,35,95
绩效数据,0.087753907,0.619047619,0.212509745,0.179389231,35,75
绩效数据,0.087765802,0.619047619,0.212562628,0.144278255,70,40
绩效数据,0.08804266,0.523809524,0.213076942,0.171836288,40,45
绩效数据,0.08910492,0.619047619,0.217790148,0.158687171,45,40
绩效数据,0.089035047,0.595238095,0.218398504,0.195843265,15,110
绩效数据,0.089127516,0.595238095,0.218764064,0.161171932,85,35
绩效数据,0.089619621,0.619047619,0.219138023,0.168338837,10,15
绩效数据,0.089360285,0.571428571,0.219204292,0.193294378,35,55
绩效数据,0.089758694,0.642857143,0.220065993,0.272374979,10,30
绩效数据,0.089332525,0.547619048,0.220075411,0.160942119,105,35
绩效数据,0.089704453,0.571428571,0.220974189,0.23492078,35,65
绩效数据,0.08988444,0.547619048,0.222195817,0.218194673,15,115
绩效数据,0.089990014,0.547619048,0.222814291,0.218468279,15,120
绩效数据,0.09049011,0.595238095,0.224666451,0.217007365,35,70
绩效数据,0.09063157,0.595238095,0.225344468,0.150726161,75,40
绩效数据,0.090720787,0.619047619,0.225741759,0.183187028,50,65
绩效数据,0.090991326,0.595238095,0.227115178,0.179317833,80,45
绩效数据,0.091446936,0.642857143,0.227902606,0.233612242,60,5
绩效数据,0.092544283,0.571428571,0.233508437,0.206467214,45,50
绩效数据,0.093108485,0.547619048,0.235447292,0.174809297,25,55
绩效数据,0.09356264,0.595238095,0.238134421,0.21175555,50,50
绩效数据,0.094335408,0.571428571,0.242191186,0.174923981,100,35
绩效数据,0.094842967,0.547619048,0.243728633,0.204755088,40,55
绩效数据,0.095558236,0.642857143,0.247255905,0.197042391,60,50
绩效数据,0.095689486,0.595238095,0.248447618,0.209333196,95,45
绩效数据,0.095986547,0.619047619,0.248916067,0.171952341,60,40
绩效数据,0.096029785,0.571428571,0.249581311,0.181151401,95,35
绩效数据,0.096683078,0.571428571,0.25242509,0.202399405,15,105
绩效数据,0.098001937,0.595238095,0.25837062,0.207082522,85,45
绩效数据,0.098282428,0.571428571,0.259385837,0.242427857,40,70
绩效数据,0.09957194,0.571428571,0.264236983,0.196884571,35,50
绩效数据,0.099552986,0.595238095,0.264492102,0.229654925,40,50
绩效数据,0.099533523,0.619047619,0.264956758,0.223454441,50,60
绩效数据,0.099663821,0.642857143,0.265507705,0.217898278,55,50
绩效数据,0.100441731,0.571428571,0.268441359,0.224931921,30,60
绩效数据,0.100375043,0.595238095,0.269126136,0.219583461,90,45
绩效数据,0.102045837,0.619047619,0.276319976,0.21239575,75,45
绩效数据,0.102304471,0.619047619,0.277295813,0.22819198,65,45
绩效数据,0.104521533,0.619047619,0.286765849,0.187603062,55,40
绩效数据,0.105096258,0.571428571,0.289321719,0.2750382,35,60
绩效数据,0.105613279,0.619047619,0.292061536,0.240542685,70,45
绩效数据,0.106174185,0.595238095,0.294496602,0.223146283,60,45
绩效数据,0.106673524,0.595238095,0.296458648,0.272518104,40,60
绩效数据,0.108819831,0.595238095,0.306571862,0.213730296,90,35
绩效数据,0.109752209,0.642857143,0.309280293,0.201328899,35,45
绩效数据,0.115301247,0.619047619,0.334483615,0.232459227,50,40
绩效数据,0.115635409,0.595238095,0.335385196,0.212665592,30,50
绩效数据,0.12018327,0.595238095,0.356575262,0.281303775,55,45
