,年化收益率,季度胜率,夏普比率,卡玛比率,cmo_length,m_length
绩效数据,-0.013264023,0.428571429,-0.241921191,-0.021036141,125,210
绩效数据,-0.013241375,0.5,-0.241684827,-0.02016513,205,120
绩效数据,-0.013160203,0.428571429,-0.241613992,-0.019874088,155,205
绩效数据,-0.013453287,0.523809524,-0.241536151,-0.020087618,190,80
绩效数据,-0.013391059,0.452380952,-0.24125497,-0.021012194,135,135
绩效数据,-0.013146541,0.452380952,-0.241130411,-0.020453848,165,150
绩效数据,-0.0134052,0.523809524,-0.241086947,-0.020901876,170,75
绩效数据,-0.01329231,0.523809524,-0.240919822,-0.020289355,80,195
绩效数据,-0.013689233,0.547619048,-0.240753577,-0.018733453,90,100
绩效数据,-0.013126742,0.523809524,-0.240712246,-0.019658175,150,145
绩效数据,-0.012971974,0.5,-0.240377498,-0.019923388,205,115
绩效数据,-0.012842742,0.452380952,-0.240138607,-0.019750721,145,210
绩效数据,-0.012960635,0.452380952,-0.240130347,-0.019858987,125,180
绩效数据,-0.013184299,0.5,-0.240108141,-0.020209887,65,185
绩效数据,-0.01298443,0.5,-0.240067476,-0.019381192,115,180
绩效数据,-0.012722556,0.452380952,-0.239492638,-0.018578291,190,150
绩效数据,-0.013012893,0.476190476,-0.239250771,-0.019673999,70,165
绩效数据,-0.012957439,0.523809524,-0.239236175,-0.019739658,185,80
绩效数据,-0.01342961,0.547619048,-0.23897798,-0.018948944,90,80
绩效数据,-0.01264383,0.428571429,-0.238972461,-0.019999106,130,195
绩效数据,-0.013242783,0.547619048,-0.238340149,-0.018149578,60,120
绩效数据,-0.012715203,0.404761905,-0.238311009,-0.019951694,140,135
绩效数据,-0.012506219,0.404761905,-0.238225363,-0.018773338,100,215
绩效数据,-0.012646036,0.5,-0.238088043,-0.019621192,85,195
绩效数据,-0.012538752,0.5,-0.237175741,-0.020970479,145,100
绩效数据,-0.012307724,0.5,-0.237170114,-0.019155712,160,145
绩效数据,-0.012426122,0.476190476,-0.237093547,-0.018783633,135,145
绩效数据,-0.012288386,0.571428571,-0.236913938,-0.017551,235,60
绩效数据,-0.012668032,0.476190476,-0.236618213,-0.018075962,40,165
绩效数据,-0.012323982,0.547619048,-0.236542509,-0.018373032,205,70
绩效数据,-0.012272668,0.476190476,-0.236399598,-0.01843208,140,140
绩效数据,-0.01222028,0.476190476,-0.236162693,-0.018640307,155,125
绩效数据,-0.012112374,0.428571429,-0.235850651,-0.01756104,120,170
绩效数据,-0.011942211,0.428571429,-0.235787685,-0.018790371,105,220
绩效数据,-0.012127214,0.571428571,-0.235741837,-0.017909813,210,70
绩效数据,-0.011824103,0.476190476,-0.235541705,-0.017606053,220,140
绩效数据,-0.012170142,0.571428571,-0.235529828,-0.017558705,180,70
绩效数据,-0.01216995,0.476190476,-0.235528955,-0.019038823,80,170
绩效数据,-0.012556311,0.547619048,-0.235267338,-0.016943148,40,140
绩效数据,-0.012095665,0.428571429,-0.235255906,-0.020149531,45,215
绩效数据,-0.011720621,0.5,-0.235039512,-0.017407699,130,225
绩效数据,-0.01236323,0.571428571,-0.234934297,-0.017961962,50,150
绩效数据,-0.011727795,0.452380952,-0.23473193,-0.018083672,170,150
绩效数据,-0.011953095,0.523809524,-0.234549989,-0.019456647,175,75
绩效数据,-0.012897898,0.5,-0.234254319,-0.018745622,15,55
绩效数据,-0.011851075,0.476190476,-0.234238413,-0.019866448,175,90
绩效数据,-0.011505692,0.452380952,-0.233965314,-0.017215797,195,145
绩效数据,-0.01178903,0.476190476,-0.233958141,-0.01868049,80,185
绩效数据,-0.01148655,0.428571429,-0.233802523,-0.018059958,125,205
绩效数据,-0.012237574,0.5,-0.233646566,-0.017349784,25,145
绩效数据,-0.011553765,0.428571429,-0.233638276,-0.017645346,140,160
绩效数据,-0.011383725,0.476190476,-0.233411307,-0.01756569,225,115
绩效数据,-0.011549934,0.476190476,-0.233305295,-0.017423357,135,155
绩效数据,-0.011175257,0.5,-0.232638162,-0.017577539,135,230
绩效数据,-0.011459121,0.452380952,-0.2325257,-0.019360904,40,230
绩效数据,-0.011383943,0.523809524,-0.232460239,-0.017385126,210,75
绩效数据,-0.011500735,0.523809524,-0.232363378,-0.016513048,140,85
绩效数据,-0.011325131,0.571428571,-0.232287944,-0.016175223,230,60
绩效数据,-0.011375129,0.523809524,-0.232253227,-0.016837398,105,170
绩效数据,-0.011181137,0.452380952,-0.231636286,-0.016840805,140,150
绩效数据,-0.01085023,0.428571429,-0.230958498,-0.016497532,110,225
绩效数据,-0.011016257,0.476190476,-0.23079692,-0.016602779,165,120
绩效数据,-0.011063062,0.523809524,-0.230736152,-0.017598866,195,75
绩效数据,-0.011019995,0.476190476,-0.230647854,-0.016600231,110,165
绩效数据,-0.011620963,0.476190476,-0.230542671,-0.01681107,35,130
绩效数据,-0.011086502,0.547619048,-0.230389759,-0.016485435,115,100
绩效数据,-0.011485118,0.5,-0.230362175,-0.015987212,15,160
绩效数据,-0.011060687,0.5,-0.23035071,-0.016605563,35,185
绩效数据,-0.010697122,0.428571429,-0.229867836,-0.016581248,135,170
绩效数据,-0.010839143,0.476190476,-0.229830319,-0.017779197,120,155
绩效数据,-0.010922901,0.619047619,-0.229787146,-0.015663759,160,70
绩效数据,-0.010903585,0.452380952,-0.229699984,-0.017723002,65,165
绩效数据,-0.011426381,0.547619048,-0.229673709,-0.016049502,20,145
绩效数据,-0.010952721,0.523809524,-0.229671922,-0.016085527,35,175
绩效数据,-0.010617405,0.5,-0.22934329,-0.016287168,215,80
绩效数据,-0.010612275,0.476190476,-0.22906187,-0.015526745,115,175
绩效数据,-0.010383363,0.428571429,-0.228539217,-0.016400326,155,155
绩效数据,-0.010362719,0.452380952,-0.228537798,-0.01607958,160,160
绩效数据,-0.010977285,0.547619048,-0.228199247,-0.01502088,65,115
绩效数据,-0.010240496,0.428571429,-0.228063313,-0.015336201,160,165
绩效数据,-0.010503951,0.476190476,-0.227990542,-0.017237705,85,160
绩效数据,-0.010436198,0.476190476,-0.227762432,-0.016270096,60,200
绩效数据,-0.010098689,0.452380952,-0.22766921,-0.015179642,235,120
绩效数据,-0.010295323,0.452380952,-0.227535614,-0.015265435,150,135
绩效数据,-0.010086959,0.523809524,-0.227194814,-0.015551135,235,75
绩效数据,-0.010286779,0.523809524,-0.227046871,-0.015437637,170,85
绩效数据,-0.0103092,0.5,-0.227018012,-0.016405131,130,100
绩效数据,-0.010013967,0.452380952,-0.226918422,-0.015135793,150,165
绩效数据,-0.010008636,0.5,-0.226839563,-0.015377658,75,235
绩效数据,-0.01019982,0.428571429,-0.226555876,-0.016160306,60,175
绩效数据,-0.010165794,0.547619048,-0.226340679,-0.014980839,135,90
绩效数据,-0.009900961,0.5,-0.226258145,-0.015091582,190,115
绩效数据,-0.009991289,0.452380952,-0.22625157,-0.015798988,90,200
绩效数据,-0.010337542,0.5,-0.226148758,-0.015090232,35,170
绩效数据,-0.01009784,0.428571429,-0.226034093,-0.016932115,60,165
绩效数据,-0.009981396,0.5,-0.225952898,-0.015585279,115,160
绩效数据,-0.010005595,0.452380952,-0.225901896,-0.015584935,85,180
绩效数据,-0.009781863,0.428571429,-0.225810972,-0.014641839,105,205
绩效数据,-0.010048739,0.523809524,-0.225785769,-0.014618177,125,95
绩效数据,-0.009808284,0.5,-0.225728335,-0.014969691,220,80
绩效数据,-0.010076568,0.523809524,-0.225722853,-0.01505077,60,150
绩效数据,-0.00986146,0.547619048,-0.2254957,-0.014465834,220,60
绩效数据,-0.009933823,0.595238095,-0.22519172,-0.014341871,150,65
绩效数据,-0.009585624,0.5,-0.225170839,-0.014907355,215,115
绩效数据,-0.010336774,0.452380952,-0.22514521,-0.015007736,35,135
绩效数据,-0.009853365,0.476190476,-0.225130597,-0.01661303,130,130
绩效数据,-0.009616074,0.476190476,-0.225113254,-0.01422343,80,235
绩效数据,-0.00981947,0.5,-0.225061118,-0.016648266,135,130
绩效数据,-0.010152783,0.595238095,-0.224896266,-0.013569531,105,85
绩效数据,-0.009864212,0.5,-0.224765707,-0.014577127,50,160
绩效数据,-0.010062747,0.5,-0.224592174,-0.014086104,30,165
绩效数据,-0.009707628,0.476190476,-0.224432131,-0.016367314,125,130
绩效数据,-0.00968174,0.5,-0.22424234,-0.015633497,80,160
绩效数据,-0.009491211,0.523809524,-0.223988443,-0.013877274,110,180
绩效数据,-0.00939997,0.428571429,-0.223986718,-0.014451702,115,190
绩效数据,-0.009568001,0.5,-0.223704606,-0.014237676,30,205
绩效数据,-0.009585636,0.571428571,-0.223696693,-0.014284169,145,75
绩效数据,-0.009593094,0.523809524,-0.223655184,-0.014597761,65,150
绩效数据,-0.009212878,0.476190476,-0.223557787,-0.013963297,215,130
绩效数据,-0.009585839,0.547619048,-0.223511006,-0.013972983,120,90
绩效数据,-0.009300073,0.428571429,-0.223425287,-0.014224409,120,180
绩效数据,-0.009126516,0.452380952,-0.223360534,-0.013322642,225,145
绩效数据,-0.009220264,0.428571429,-0.223353836,-0.014011989,95,225
绩效数据,-0.009228003,0.428571429,-0.223298812,-0.014150775,140,170
绩效数据,-0.009157236,0.476190476,-0.223269486,-0.013282776,175,160
绩效数据,-0.00923168,0.547619048,-0.223065069,-0.014325209,220,75
绩效数据,-0.009721698,0.571428571,-0.223062248,-0.01443285,50,145
绩效数据,-0.009106728,0.452380952,-0.222802441,-0.014006072,115,200
绩效数据,-0.008974885,0.476190476,-0.222476736,-0.013428988,200,145
绩效数据,-0.009617564,0.523809524,-0.222174853,-0.013471879,35,150
绩效数据,-0.008961258,0.5,-0.222088934,-0.013604587,225,85
绩效数据,-0.009175696,0.452380952,-0.222030586,-0.015381603,85,170
绩效数据,-0.009395877,0.523809524,-0.221918452,-0.014007891,90,115
绩效数据,-0.009272228,0.547619048,-0.221362972,-0.013795235,55,150
绩效数据,-0.008700472,0.523809524,-0.221315523,-0.013172842,125,230
绩效数据,-0.008946107,0.571428571,-0.220898118,-0.013790581,160,75
绩效数据,-0.008696422,0.5,-0.220689744,-0.012991336,185,115
绩效数据,-0.008772868,0.5,-0.220489797,-0.01386728,150,125
绩效数据,-0.008454754,0.428571429,-0.220153,-0.013381043,135,215
绩效数据,-0.00846073,0.452380952,-0.220062959,-0.013647387,130,200
绩效数据,-0.008932253,0.547619048,-0.219835681,-0.013557897,75,130
绩效数据,-0.009082362,0.595238095,-0.219778507,-0.012318584,100,85
绩效数据,-0.008440404,0.523809524,-0.219529564,-0.012411043,75,225
绩效数据,-0.008418144,0.476190476,-0.219428685,-0.013492892,105,195
绩效数据,-0.008574539,0.476190476,-0.219190913,-0.013101811,75,155
绩效数据,-0.008468617,0.452380952,-0.218958976,-0.014141116,130,135
绩效数据,-0.008538564,0.5,-0.218790652,-0.01218901,125,85
绩效数据,-0.008407381,0.523809524,-0.218407465,-0.012117566,85,140
绩效数据,-0.008021089,0.476190476,-0.218334878,-0.011825056,235,135
绩效数据,-0.008501316,0.5,-0.217899754,-0.013193457,45,160
绩效数据,-0.008473325,0.523809524,-0.217482759,-0.011921027,110,90
绩效数据,-0.00807508,0.595238095,-0.217100635,-0.011819706,195,65
绩效数据,-0.008138128,0.571428571,-0.216985774,-0.012297071,75,135
绩效数据,-0.008436059,0.547619048,-0.216720468,-0.011821969,60,115
绩效数据,-0.007697881,0.452380952,-0.216522001,-0.011836941,165,160
绩效数据,-0.007836675,0.476190476,-0.216413408,-0.011993373,60,225
绩效数据,-0.007776399,0.5,-0.216228002,-0.011853975,145,145
绩效数据,-0.007729088,0.5,-0.215376094,-0.011592114,80,150
绩效数据,-0.007513916,0.428571429,-0.215282498,-0.011534923,130,165
绩效数据,-0.007560959,0.476190476,-0.215166143,-0.01151117,145,140
绩效数据,-0.00739242,0.452380952,-0.215024942,-0.011564928,155,160
绩效数据,-0.00748102,0.452380952,-0.214730959,-0.01158243,120,160
绩效数据,-0.007477984,0.5,-0.214717231,-0.012257119,190,90
绩效数据,-0.007578185,0.5,-0.214568923,-0.011177058,35,180
绩效数据,-0.007526169,0.523809524,-0.214565157,-0.011516539,170,80
绩效数据,-0.007345671,0.571428571,-0.214278741,-0.011379502,215,75
绩效数据,-0.007244069,0.428571429,-0.214212175,-0.011586148,150,155
绩效数据,-0.007419592,0.5,-0.213925599,-0.01073528,135,85
绩效数据,-0.007334385,0.452380952,-0.213624744,-0.011496524,75,160
绩效数据,-0.007017456,0.428571429,-0.213081254,-0.011098807,135,165
绩效数据,-0.006897399,0.523809524,-0.213006095,-0.010643052,220,115
绩效数据,-0.00705707,0.5,-0.212886701,-0.010266848,115,170
绩效数据,-0.007157823,0.595238095,-0.212886031,-0.010488614,175,70
绩效数据,-0.007438689,0.523809524,-0.212820832,-0.010557011,100,95
绩效数据,-0.007003933,0.452380952,-0.212263793,-0.011218636,85,175
绩效数据,-0.006711431,0.428571429,-0.212232779,-0.010781075,140,210
绩效数据,-0.006626042,0.452380952,-0.211497053,-0.009954258,115,195
绩效数据,-0.006528781,0.428571429,-0.211331959,-0.010395896,130,205
绩效数据,-0.006576659,0.452380952,-0.211273065,-0.010657467,160,150
绩效数据,-0.006807216,0.523809524,-0.211216459,-0.009940891,95,135
绩效数据,-0.006389552,0.452380952,-0.210658241,-0.010016242,100,230
绩效数据,-0.006308246,0.476190476,-0.210547709,-0.009248077,230,140
绩效数据,-0.006416794,0.5,-0.210311849,-0.01007504,140,155
绩效数据,-0.006274008,0.428571429,-0.210058845,-0.009889014,120,205
绩效数据,-0.006424147,0.476190476,-0.20995162,-0.009620388,115,165
绩效数据,-0.006312567,0.523809524,-0.209368142,-0.010051678,200,75
绩效数据,-0.00618091,0.595238095,-0.209290339,-0.008864079,235,65
绩效数据,-0.006396991,0.547619048,-0.209242318,-0.008974911,135,80
绩效数据,-0.006122883,0.452380952,-0.209128885,-0.009823228,140,165
绩效数据,-0.006066726,0.452380952,-0.209044506,-0.009920698,165,155
绩效数据,-0.006185872,0.476190476,-0.208945671,-0.009752309,55,230
绩效数据,-0.006107233,0.476190476,-0.208909342,-0.009191886,125,170
绩效数据,-0.006230262,0.523809524,-0.208899758,-0.010256027,75,195
绩效数据,-0.006181349,0.523809524,-0.208478199,-0.009743052,115,130
绩效数据,-0.005863951,0.428571429,-0.208382533,-0.009346287,150,200
绩效数据,-0.006073513,0.452380952,-0.208366006,-0.009695351,150,130
绩效数据,-0.005716035,0.452380952,-0.207782068,-0.008482303,215,145
绩效数据,-0.00596653,0.523809524,-0.207508509,-0.008918482,160,85
绩效数据,-0.005886572,0.476190476,-0.207113674,-0.009092263,30,210
绩效数据,-0.005867628,0.523809524,-0.207062066,-0.008899764,165,80
绩效数据,-0.005757559,0.5,-0.20700811,-0.008609246,120,165
绩效数据,-0.005791793,0.595238095,-0.206634712,-0.008896074,155,75
绩效数据,-0.005441482,0.476190476,-0.206574528,-0.008102349,225,140
绩效数据,-0.005423607,0.476190476,-0.20642505,-0.008079891,210,145
绩效数据,-0.006145878,0.547619048,-0.206401469,-0.008903259,20,150
绩效数据,-0.005512757,0.452380952,-0.206215997,-0.008526332,135,160
绩效数据,-0.005616876,0.452380952,-0.20607698,-0.009237685,90,175
绩效数据,-0.005358068,0.428571429,-0.205974533,-0.008436636,105,225
绩效数据,-0.005654821,0.642857143,-0.205964678,-0.00824979,155,65
绩效数据,-0.005922493,0.547619048,-0.205927919,-0.008299004,115,75
绩效数据,-0.005269117,0.5,-0.205680105,-0.00801206,220,130
绩效数据,-0.0055534,0.571428571,-0.205531564,-0.008436754,150,75
绩效数据,-0.005554228,0.5,-0.205441876,-0.008075622,130,85
绩效数据,-0.005194079,0.428571429,-0.205382045,-0.008004971,230,125
绩效数据,-0.005458563,0.428571429,-0.20507935,-0.00870695,60,160
绩效数据,-0.005705725,0.5,-0.205046903,-0.008609296,75,120
绩效数据,-0.005423958,0.523809524,-0.205025762,-0.008219965,70,170
绩效数据,-0.006103992,0.547619048,-0.204289464,-0.009289225,15,65
绩效数据,-0.004930681,0.476190476,-0.204185135,-0.007478659,220,135
绩效数据,-0.005657282,0.619047619,-0.203910119,-0.008541389,105,60
绩效数据,-0.005042474,0.595238095,-0.203281848,-0.007400048,165,70
绩效数据,-0.004901164,0.5,-0.203134041,-0.007541269,130,155
绩效数据,-0.00471441,0.452380952,-0.20309174,-0.007124592,100,235
绩效数据,-0.004680517,0.428571429,-0.203005994,-0.007461403,145,205
绩效数据,-0.005108385,0.547619048,-0.20265751,-0.007602103,60,145
绩效数据,-0.004640911,0.428571429,-0.202645999,-0.00741208,100,225
绩效数据,-0.004869728,0.547619048,-0.202590198,-0.006730056,235,20
绩效数据,-0.004883865,0.619047619,-0.202510922,-0.007183061,155,70
绩效数据,-0.004769221,0.476190476,-0.202467809,-0.007565265,125,155
绩效数据,-0.004550963,0.452380952,-0.202459656,-0.007128373,150,205
绩效数据,-0.005191906,0.547619048,-0.202359178,-0.007337078,90,95
绩效数据,-0.004570385,0.5,-0.2022548,-0.007658573,210,110
绩效数据,-0.004683624,0.5,-0.202149957,-0.00767074,190,95
绩效数据,-0.004817799,0.571428571,-0.202120941,-0.007169413,80,135
绩效数据,-0.004577094,0.547619048,-0.20212053,-0.007214183,230,75
绩效数据,-0.004669572,0.547619048,-0.20208639,-0.006807831,110,175
绩效数据,-0.004655263,0.5,-0.201733157,-0.007457871,75,190
绩效数据,-0.004556355,0.619047619,-0.201574244,-0.006637581,220,65
绩效数据,-0.004671762,0.5,-0.201530076,-0.006750307,75,145
绩效数据,-0.004605083,0.523809524,-0.201431661,-0.007303271,180,80
绩效数据,-0.004599511,0.476190476,-0.201406491,-0.007150906,75,185
绩效数据,-0.004312248,0.452380952,-0.201291005,-0.007032312,235,105
绩效数据,-0.004951248,0.571428571,-0.201281647,-0.006974139,105,80
绩效数据,-0.004953606,0.547619048,-0.201236022,-0.007132965,55,125
绩效数据,-0.004389129,0.476190476,-0.201170611,-0.006947899,145,155
绩效数据,-0.004544056,0.476190476,-0.201102811,-0.007655367,155,95
绩效数据,-0.004233869,0.428571429,-0.200695221,-0.006643282,85,230
绩效数据,-0.004377017,0.5,-0.200526134,-0.007420945,140,130
绩效数据,-0.004208466,0.452380952,-0.200449221,-0.006676647,110,195
绩效数据,-0.004672297,0.547619048,-0.200430038,-0.006630973,105,95
绩效数据,-0.004782153,0.5,-0.200302211,-0.006837026,15,155
绩效数据,-0.005227124,0.523809524,-0.199891598,-0.010683146,10,25
绩效数据,-0.00401456,0.428571429,-0.199700259,-0.006116163,110,205
绩效数据,-0.004509277,0.571428571,-0.199698673,-0.006560235,45,155
绩效数据,-0.003973412,0.5,-0.199513586,-0.006216998,230,85
绩效数据,-0.003767571,0.428571429,-0.198858328,-0.006037091,130,220
绩效数据,-0.00426091,0.5,-0.198850358,-0.006469679,65,140
绩效数据,-0.003782697,0.428571429,-0.198821171,-0.005764951,165,165
绩效数据,-0.004013417,0.547619048,-0.198707295,-0.005546618,230,20
绩效数据,-0.003733208,0.476190476,-0.198702218,-0.005561597,205,145
绩效数据,-0.003948502,0.523809524,-0.198589949,-0.006552222,145,125
绩效数据,-0.00398765,0.547619048,-0.198543316,-0.006053465,155,85
绩效数据,-0.004180972,0.5,-0.19849125,-0.006165025,110,95
绩效数据,-0.003978259,0.523809524,-0.198236175,-0.006022812,70,140
绩效数据,-0.003658212,0.452380952,-0.1981854,-0.005738586,95,230
绩效数据,-0.003894218,0.547619048,-0.198072558,-0.005587971,30,200
绩效数据,-0.003765873,0.452380952,-0.197855958,-0.006219707,145,130
绩效数据,-0.003445302,0.476190476,-0.197394216,-0.005367473,120,230
绩效数据,-0.003632139,0.5,-0.197393367,-0.006179915,195,90
绩效数据,-0.003895033,0.5,-0.19692429,-0.005813172,35,160
绩效数据,-0.003407454,0.452380952,-0.196817559,-0.005353946,105,200
绩效数据,-0.003481206,0.452380952,-0.196569144,-0.005661623,45,230
绩效数据,-0.00352933,0.595238095,-0.196212742,-0.005221569,145,65
绩效数据,-0.003168369,0.476190476,-0.196203612,-0.004813524,225,135
绩效数据,-0.003164058,0.428571429,-0.196081823,-0.005159292,135,210
绩效数据,-0.003199866,0.476190476,-0.196004158,-0.005234627,205,110
绩效数据,-0.003323937,0.5,-0.195999152,-0.00508542,125,160
绩效数据,-0.003334358,0.595238095,-0.195431366,-0.004981787,145,70
绩效数据,-0.003020175,0.428571429,-0.195422124,-0.004957438,135,205
绩效数据,-0.004025516,0.523809524,-0.195419578,-0.005831701,80,10
绩效数据,-0.003279631,0.5,-0.195250152,-0.004738794,80,140
绩效数据,-0.002977549,0.5,-0.194510705,-0.004735429,175,115
绩效数据,-0.003284307,0.571428571,-0.194463122,-0.004912017,135,70
绩效数据,-0.002779431,0.5,-0.194435999,-0.004262985,130,230
绩效数据,-0.003330296,0.571428571,-0.194409371,-0.005000944,135,65
绩效数据,-0.003011338,0.547619048,-0.194307164,-0.005234592,140,125
绩效数据,-0.002997571,0.547619048,-0.194074809,-0.004724775,110,130
绩效数据,-0.002848951,0.476190476,-0.193928734,-0.00470012,95,195
绩效数据,-0.003113358,0.523809524,-0.193695159,-0.004632508,115,90
绩效数据,-0.003225232,0.523809524,-0.193553506,-0.004621482,95,90
绩效数据,-0.002567854,0.452380952,-0.193373646,-0.004266976,110,235
绩效数据,-0.00282937,0.428571429,-0.193294589,-0.004462895,65,170
绩效数据,-0.002755475,0.5,-0.193288519,-0.004333507,190,85
绩效数据,-0.002733626,0.5,-0.192929898,-0.003753064,20,230
绩效数据,-0.00260395,0.452380952,-0.1924669,-0.004307294,95,170
绩效数据,-0.002303925,0.476190476,-0.192208746,-0.003805648,125,225
绩效数据,-0.002927233,0.595238095,-0.192165584,-0.004022925,95,85
绩效数据,-0.002541699,0.476190476,-0.192114334,-0.004318983,170,90
绩效数据,-0.002758803,0.547619048,-0.192102372,-0.004251,80,125
绩效数据,-0.002489737,0.428571429,-0.191735316,-0.004238132,60,170
绩效数据,-0.002369809,0.547619048,-0.191081735,-0.003417848,140,75
绩效数据,-0.002369472,0.5,-0.190984965,-0.003748575,100,110
绩效数据,-0.001950178,0.5,-0.190432411,-0.003271013,215,110
绩效数据,-0.0018469,0.5,-0.190197899,-0.002859841,125,235
绩效数据,-0.002947948,0.5,-0.190159685,-0.004414242,15,50
绩效数据,-0.002107033,0.595238095,-0.189960547,-0.003170541,150,70
绩效数据,-0.002733062,0.547619048,-0.18943998,-0.004268984,10,75
绩效数据,-0.00189079,0.476190476,-0.189379759,-0.002990113,100,175
绩效数据,-0.001937993,0.476190476,-0.189272003,-0.003156706,140,95
绩效数据,-0.001659343,0.452380952,-0.189216729,-0.002745427,135,200
绩效数据,-0.00178766,0.642857143,-0.189125856,-0.002602391,225,65
绩效数据,-0.001539773,0.476190476,-0.188703734,-0.002579304,115,230
绩效数据,-0.001854797,0.571428571,-0.188665192,-0.002909524,85,125
绩效数据,-0.001598654,0.523809524,-0.188482689,-0.002435677,120,175
绩效数据,-0.001757759,0.547619048,-0.188479212,-0.002725813,160,80
绩效数据,-0.001666902,0.619047619,-0.188367704,-0.002410389,210,65
绩效数据,-0.00195909,0.523809524,-0.188257677,-0.003017871,85,115
绩效数据,-0.00147916,0.452380952,-0.187983683,-0.002315576,115,185
绩效数据,-0.001414534,0.5,-0.187648513,-0.002217205,95,200
绩效数据,-0.001478658,0.523809524,-0.187587417,-0.002212256,110,170
绩效数据,-0.001571938,0.5,-0.187568986,-0.002568537,125,100
绩效数据,-0.001282209,0.452380952,-0.187527901,-0.002259829,130,210
绩效数据,-0.001461693,0.5,-0.187510697,-0.002521354,185,95
绩效数据,-0.001366392,0.523809524,-0.187430397,-0.002165879,110,185
绩效数据,-0.001889315,0.547619048,-0.187364069,-0.002754742,65,105
绩效数据,-0.001439438,0.523809524,-0.186971208,-0.002379856,115,110
绩效数据,-0.001436208,0.452380952,-0.186956631,-0.002326677,65,160
绩效数据,-0.001160781,0.452380952,-0.186952445,-0.001817492,105,230
绩效数据,-0.00139599,0.571428571,-0.186877036,-0.002126621,180,65
绩效数据,-0.001306256,0.452380952,-0.186535625,-0.002205775,90,170
绩效数据,-0.001140506,0.5,-0.185673132,-0.001585469,20,215
绩效数据,-0.001435702,0.547619048,-0.185400477,-0.002100859,55,120
绩效数据,-0.000977512,0.523809524,-0.185384663,-0.001526819,50,235
绩效数据,-0.000869291,0.476190476,-0.185309929,-0.001453294,155,150
绩效数据,-0.000968248,0.619047619,-0.184870126,-0.001443299,165,65
绩效数据,-0.001151588,0.523809524,-0.184535544,-0.001636861,20,170
绩效数据,-0.001621362,0.547619048,-0.184286442,-0.002329987,20,45
绩效数据,-0.000653948,0.452380952,-0.18378869,-0.001056748,95,180
绩效数据,-0.000728055,0.5,-0.183678235,-0.001115307,110,105
绩效数据,-0.000412425,0.523809524,-0.183653677,-0.000641917,120,235
绩效数据,-0.000628808,0.476190476,-0.183590396,-0.001116669,175,95
绩效数据,-0.000719648,0.523809524,-0.183548787,-0.001070109,25,185
绩效数据,-0.000790645,0.547619048,-0.183260724,-0.001248293,85,120
绩效数据,-0.001027032,0.523809524,-0.183081551,-0.001452931,15,140
绩效数据,-0.000979507,0.5,-0.18302022,-0.001443982,65,100
绩效数据,-0.000650779,0.523809524,-0.182632394,-0.001021165,50,155
绩效数据,-0.000386096,0.523809524,-0.182268634,-0.000602914,150,85
绩效数据,-9.47E-05,0.452380952,-0.18220975,-0.000154542,155,200
绩效数据,-0.000279111,0.523809524,-0.181864783,-0.000451009,175,80
绩效数据,4.63E-05,0.5,-0.181531498,7.66E-05,115,235
绩效数据,-0.000443313,0.571428571,-0.181457381,-0.00063324,125,75
绩效数据,-0.000217071,0.571428571,-0.181283543,-0.000350642,80,130
绩效数据,-0.000429973,0.571428571,-0.180900791,-0.000619168,65,110
绩效数据,-5.03E-05,0.523809524,-0.180864135,-8.55E-05,135,125
绩效数据,-1.99E-05,0.619047619,-0.180794114,-3.03E-05,200,65
绩效数据,0.000242414,0.476190476,-0.180544163,0.000382025,170,160
绩效数据,-1.67E-05,0.547619048,-0.180470526,-2.53E-05,75,140
绩效数据,5.35E-05,0.523809524,-0.180304637,0.00010028,140,100
绩效数据,-0.00012008,0.547619048,-0.17999018,-0.000181141,135,60
绩效数据,-0.000107766,0.547619048,-0.179952001,-0.000153242,115,85
绩效数据,0.000212127,0.5,-0.17956897,0.000357327,125,110
绩效数据,-3.28E-05,0.547619048,-0.179519025,-4.74E-05,100,90
绩效数据,0.000370724,0.5,-0.179285645,0.000615857,200,85
绩效数据,0.000447844,0.619047619,-0.179210797,0.0006625,230,65
绩效数据,-0.000129529,0.571428571,-0.179145909,-0.000185435,15,145
绩效数据,0.000412571,0.5,-0.178683902,0.000751443,135,105
绩效数据,0.000566016,0.5,-0.178675387,0.000907137,145,150
绩效数据,0.000543266,0.5,-0.178443991,0.000882471,45,235
绩效数据,0.000419321,0.571428571,-0.17841517,0.000596172,20,190
绩效数据,0.000588684,0.5,-0.178371655,0.000954727,210,80
绩效数据,0.000599585,0.642857143,-0.17818931,0.000867018,215,65
绩效数据,0.000510227,0.642857143,-0.17817519,0.000766168,160,65
绩效数据,0.000675309,0.5,-0.177979626,0.001092432,195,95
绩效数据,0.000292247,0.571428571,-0.177754554,0.000418643,75,105
绩效数据,0.000612517,0.571428571,-0.177692605,0.000916614,140,80
绩效数据,0.000981128,0.5,-0.177379814,0.0014539,230,135
绩效数据,0.000898596,0.5,-0.177294608,0.001451844,225,80
绩效数据,0.000767368,0.547619048,-0.17711157,0.001074305,225,20
绩效数据,0.000778484,0.595238095,-0.177074963,0.001185926,185,65
绩效数据,0.000371062,0.5,-0.176988877,0.000558389,60,105
绩效数据,0.000835673,0.452380952,-0.176973343,0.001430247,90,180
绩效数据,0.00086233,0.547619048,-0.176610265,0.001332007,145,85
