,年化收益率,季度胜率,夏普比率,卡玛比率,N1,N2,M
绩效数据,0.017611150134853926,0.4523809523809524,-0.10025767558293418,0.03265762284130055,160,60,25
绩效数据,0.012996488239484183,0.42857142857142855,-0.12082924715521438,0.02538251289435363,170,60,5
绩效数据,0.05554569207876425,0.47619047619047616,0.06960504664343105,0.10341784890586285,170,60,10
绩效数据,0.05721625299672306,0.5,0.07710955264084438,0.11056602247376834,170,60,15
绩效数据,0.05745330166187701,0.5238095238095238,0.07828174539445627,0.10795342205779651,170,60,20
绩效数据,0.025298302289652685,0.4523809523809524,-0.06596102966976067,0.04676149350156552,170,60,25
绩效数据,0.04029198441497761,0.4523809523809524,0.0013076377728894212,0.0751865785672985,180,60,5
绩效数据,0.08740322225590957,0.47619047619047616,0.21265977450957052,0.15400807303046551,180,60,10
绩效数据,0.07286529650649021,0.5,0.14749430327482146,0.13258574029325107,180,60,15
绩效数据,0.054923056673220394,0.47619047619047616,0.06697037925273297,0.09915329799750774,180,60,20
绩效数据,0.01797117144418925,0.5,-0.09896093659142208,0.030835249819634602,180,60,25
绩效数据,0.045246372225490106,0.47619047619047616,0.023540735031416463,0.08920498474726589,190,60,5
绩效数据,0.03871289097109143,0.47619047619047616,-0.005775653414655256,0.06975278282124418,190,60,10
绩效数据,0.06353700670459506,0.47619047619047616,0.10576085872893627,0.11508399791134728,190,60,15
绩效数据,0.040713877997596626,0.42857142857142855,0.0032178191469945266,0.07225456645339066,190,60,20
绩效数据,0.02805776235600832,0.4523809523809524,-0.05384444100947423,0.04969717520373215,190,60,25
绩效数据,0.03616247356791957,0.5238095238095238,-0.017240764949946974,0.07098116997012635,200,60,5
绩效数据,0.07104550333135773,0.4523809523809524,0.1399645996275642,0.13693180040767994,200,60,10
绩效数据,0.0595678018236121,0.5238095238095238,0.08824105372933808,0.11409001435573289,200,60,15
绩效数据,0.08464945208310382,0.5,0.201466890732779,0.16089089863371794,200,60,20
绩效数据,0.07928657278722029,0.5,0.17732874373970747,0.14894653842112998,200,60,25
绩效数据,0.07490710732368022,0.5,0.15743060087427474,0.14599512862710076,210,60,5
绩效数据,0.08960634663965616,0.47619047619047616,0.2238425363617579,0.1671407718229241,210,60,10
绩效数据,0.0874995653319166,0.47619047619047616,0.21441412238538216,0.17137539209864416,210,60,15
绩效数据,0.06618607315963843,0.5,0.11820037867189988,0.1306934992770624,210,60,20
绩效数据,0.08842064149930429,0.5,0.21862396780005577,0.1779775464568878,210,60,25
绩效数据,0.08587143749915827,0.5,0.2070619744936888,0.169624414336008,220,60,5
绩效数据,0.07267762685471046,0.4523809523809524,0.1475091871541884,0.1424043072600881,220,60,10
绩效数据,0.08123279948598183,0.5238095238095238,0.18615915651193163,0.16228266447531595,220,60,15
绩效数据,0.08474430188056181,0.5238095238095238,0.20204632327549799,0.15983270627807078,220,60,20
绩效数据,0.08171492958970461,0.47619047619047616,0.18839591863281682,0.15094548691272594,220,60,25
绩效数据,0.1060260785399405,0.5714285714285714,0.29816116868178966,0.20118793694416687,230,60,5
绩效数据,0.0718439316497117,0.47619047619047616,0.14377933679744626,0.13299749600981434,230,60,10
绩效数据,0.09675295186733623,0.5476190476190477,0.25634411828040143,0.18502863447222448,230,60,15
绩效数据,0.09113624523515051,0.5,0.23098070459207135,0.17630159686354122,230,60,20
绩效数据,0.08467297544218244,0.47619047619047616,0.20178998114252306,0.16197479561039385,230,60,25
绩效数据,0.08059752188021618,0.5952380952380952,0.17986801214950454,0.22695421523859918,70,65,5
绩效数据,0.03883405920736238,0.5476190476190477,-0.005167109737772447,0.12074082615087248,70,65,10
绩效数据,0.05912334264006458,0.5476190476190477,0.08478377663410976,0.1315992147052693,70,65,15
绩效数据,0.049668389685603165,0.5238095238095238,0.04291919449665938,0.09312587589530757,70,65,20
绩效数据,0.04077427478724438,0.5,0.0034396843902379016,0.07281275680779452,70,65,25
绩效数据,0.0662827344227912,0.5238095238095238,0.11653055864160577,0.13062778115111984,80,65,5
绩效数据,0.03133705508828233,0.5,-0.03845233624850352,0.05316138160438952,80,65,10
绩效数据,-0.011851322688580912,0.47619047619047616,-0.23030937113670635,-0.021019885773220823,80,65,15
绩效数据,0.04792378908583195,0.5,0.03521557346050205,0.08396912317695278,80,65,20
绩效数据,0.0244522802320577,0.42857142857142855,-0.06915020648808454,0.04045885569411698,80,65,25
绩效数据,0.07491027562168173,0.5476190476190477,0.15512043418354976,0.13138881320061,90,65,5
绩效数据,0.023145795169169592,0.4523809523809524,-0.0748961650475154,0.03828555664913521,90,65,10
绩效数据,0.03408917851751658,0.35714285714285715,-0.026290112770492348,0.055674834394237885,90,65,15
绩效数据,-0.001483944117718794,0.38095238095238093,-0.18452221791930326,-0.002492634382632105,90,65,20
绩效数据,-0.022197010301514553,0.35714285714285715,-0.2766777456394612,-0.03576723240434194,90,65,25
绩效数据,-0.004489938717892383,0.42857142857142855,-0.1978578296459535,-0.00790718662152821,100,65,5
绩效数据,0.0225438026388054,0.5,-0.07765119168449246,0.04383838858092586,100,65,10
绩效数据,0.012616752057020841,0.4523809523809524,-0.12181889726107396,0.025032083314306987,100,65,15
绩效数据,0.023921897393253122,0.5,-0.07156596721692729,0.045705992835502286,100,65,20
绩效数据,0.003816101731225041,0.5,-0.16108310797370978,0.006941091075674685,100,65,25
绩效数据,0.007957866326274932,0.38095238095238093,-0.14254282883024638,0.012988245123366566,110,65,5
绩效数据,0.013379065891695463,0.47619047619047616,-0.11848928998408496,0.02424229265070238,110,65,10
绩效数据,0.008966022281289732,0.47619047619047616,-0.13815855159742194,0.016579766391800643,110,65,15
绩效数据,0.04959460059790555,0.5,0.042724111721276735,0.10094081808756765,110,65,20
绩效数据,0.021983600590770536,0.5,-0.08026445779005328,0.03982269693738384,110,65,25
绩效数据,0.01180350709750111,0.42857142857142855,-0.12552751894077466,0.017511863888122578,120,65,5
绩效数据,-0.015272544512053288,0.47619047619047616,-0.2460717468557623,-0.02300958258850953,120,65,10
绩效数据,-0.041065547187848495,0.40476190476190477,-0.3611251269649432,-0.06412496833965835,120,65,15
绩效数据,-0.010862274567312591,0.4523809523809524,-0.2266872714634789,-0.016166362817539522,120,65,20
绩效数据,-0.0010279337417383738,0.40476190476190477,-0.18299437533123095,-0.0016598619333814005,120,65,25
绩效数据,-0.006961278690993056,0.35714285714285715,-0.20920022872208735,-0.0098924991485095,130,65,5
绩效数据,-0.03153571444264602,0.38095238095238093,-0.3188243935840068,-0.0454916106830231,130,65,10
绩效数据,-0.011362051502236903,0.4523809523809524,-0.22908334572275382,-0.018401168286038175,130,65,15
绩效数据,-0.03143029458407687,0.40476190476190477,-0.3186791546739264,-0.04644831019098794,130,65,20
绩效数据,-0.055967679999953446,0.42857142857142855,-0.42823372333452336,-0.09487183655051706,130,65,25
绩效数据,-0.045140532462683014,0.38095238095238093,-0.3797449628478227,-0.06801404125553372,140,65,5
绩效数据,-0.05359621606137155,0.40476190476190477,-0.4175846904679724,-0.0887918946915333,140,65,10
绩效数据,-0.04941919233826675,0.42857142857142855,-0.3990060925095924,-0.07656745991172584,140,65,15
绩效数据,-0.03957786521444773,0.4523809523809524,-0.35522595852156885,-0.06134083996094992,140,65,20
绩效数据,-0.04015719980989052,0.5,-0.3578987732467472,-0.06461442471467724,140,65,25
绩效数据,-0.00809907271277599,0.47619047619047616,-0.21462437411531676,-0.013863968862248341,150,65,5
绩效数据,-0.025082981529039983,0.47619047619047616,-0.29051978808521123,-0.042189074875012965,150,65,10
绩效数据,-0.03888995721787636,0.4523809523809524,-0.3522400091471655,-0.06625713206042437,150,65,15
绩效数据,-0.033486936235333276,0.42857142857142855,-0.3285756916259024,-0.05720962412518669,150,65,20
绩效数据,-0.005872106397346033,0.4523809523809524,-0.20524918710460982,-0.0103661372760571,150,65,25
绩效数据,0.005781085142349651,0.4523809523809524,-0.15279049249080331,0.010789710814150852,160,65,5
绩效数据,0.042922378506043746,0.5238095238095238,0.013068936698732204,0.08324979544088049,160,65,10
绩效数据,0.005713784756155249,0.4523809523809524,-0.15341315339943873,0.011108364303058236,160,65,15
绩效数据,0.010533142869482148,0.47619047619047616,-0.13190938683122697,0.02212343312696508,160,65,20
绩效数据,0.025363371219026654,0.5238095238095238,-0.0655449744282043,0.04860322972674962,160,65,25
绩效数据,0.015459489028006423,0.5,-0.1098092129312993,0.029402819494458714,170,65,5
绩效数据,0.03332608468653531,0.47619047619047616,-0.02987855217485723,0.05852505870375827,170,65,10
绩效数据,0.037349820488941976,0.47619047619047616,-0.011868523065806939,0.07066061280326638,170,65,15
绩效数据,0.021884995381529437,0.5,-0.08123506549011389,0.042616415510672696,170,65,20
绩效数据,0.02452054321068764,0.47619047619047616,-0.06945034664758801,0.04723617765567569,170,65,25
绩效数据,0.032696046280454416,0.47619047619047616,-0.03270919722787644,0.06044553325081097,180,65,5
绩效数据,0.03673698797578062,0.47619047619047616,-0.014633608929875468,0.0676388354829804,180,65,10
绩效数据,0.051755512860402586,0.42857142857142855,0.052749526996000926,0.09825072614285887,180,65,15
绩效数据,0.06586246000447771,0.42857142857142855,0.1160715110317688,0.12379769093548938,180,65,20
绩效数据,0.0444741985576389,0.47619047619047616,0.02010197972436743,0.08623393414427291,180,65,25
绩效数据,-0.01132734379897582,0.47619047619047616,-0.2302647897276805,-0.018834914137147322,190,65,5
绩效数据,0.03159281414988735,0.47619047619047616,-0.03772435498319095,0.0541514362245291,190,65,10
绩效数据,0.04496326833215725,0.4523809523809524,0.022299358933484167,0.07835481264213787,190,65,15
绩效数据,0.06195282981844019,0.42857142857142855,0.09896521943975077,0.11010405165417163,190,65,20
绩效数据,0.04281959380777711,0.4523809523809524,0.012713710725452238,0.07804838755268859,190,65,25
绩效数据,0.020985217760856933,0.5,-0.08542173956698453,0.03651276460999966,200,65,5
绩效数据,0.04954821193093695,0.4523809523809524,0.04304083542684235,0.08819683591111122,200,65,10
绩效数据,0.04574522724677288,0.4523809523809524,0.025905970493173905,0.08141847227901985,200,65,15
绩效数据,0.05600143847616401,0.47619047619047616,0.07218666906730652,0.1043489054566012,200,65,20
绩效数据,0.04206956704277576,0.5,0.00933917689295568,0.08334475660719998,200,65,25
绩效数据,0.008647797027835802,0.47619047619047616,-0.14134932333621222,0.015596526319827903,210,65,5
绩效数据,0.0047735111421103316,0.4523809523809524,-0.15888019478640455,0.008568475852470373,210,65,10
绩效数据,0.041990023722861425,0.47619047619047616,0.00898022297636857,0.07608877512408979,210,65,15
绩效数据,0.061835549707248694,0.47619047619047616,0.09855978623854714,0.11685264178925564,210,65,20
绩效数据,0.049233102769794757,0.5476190476190477,0.041676762118127375,0.09383528960716293,210,65,25
绩效数据,-0.0009798885083156517,0.4523809523809524,-0.18489770589892437,-0.00178897218504264,220,65,5
绩效数据,0.04731396577477742,0.5238095238095238,0.03301032408455369,0.0852018300274325,220,65,10
绩效数据,0.044444992892842095,0.47619047619047616,0.02006345222300011,0.08302268760945132,220,65,15
绩效数据,0.05692757262554449,0.4523809523809524,0.0764223550957397,0.10721102276858664,220,65,20
绩效数据,0.029589946617777363,0.47619047619047616,-0.046999422312446394,0.05614391885032638,220,65,25
绩效数据,0.01672808061202602,0.4523809523809524,-0.10503004316650481,0.0292879133920348,230,65,5
绩效数据,0.021799667388008537,0.47619047619047616,-0.08215383546368259,0.03676702450563517,230,65,10
绩效数据,0.013844038065667252,0.4523809523809524,-0.1180822276726867,0.024434483890188517,230,65,15
绩效数据,0.012827479574162304,0.4523809523809524,-0.12268052019523307,0.023168695725252455,230,65,20
绩效数据,0.06821618419010944,0.5,0.12743788631490732,0.1281849157311254,230,65,25
绩效数据,0.04529146048351751,0.5,0.02345791433633954,0.1033826763512137,80,70,5
绩效数据,0.06149530922820157,0.4523809523809524,0.09542720602902012,0.10804475918372237,80,70,10
绩效数据,0.048895362862095615,0.4523809523809524,0.03951899841380892,0.08266882130271246,80,70,15
绩效数据,0.03654787134640047,0.42857142857142855,-0.015341340875323866,0.06618562748019279,80,70,20
绩效数据,0.024221878905620553,0.38095238095238093,-0.07017488333052807,0.043584775773671404,80,70,25
绩效数据,0.0417832506376794,0.42857142857142855,0.00792205861598466,0.06648646513069012,90,70,5
绩效数据,0.022746034273112725,0.42857142857142855,-0.0766725075743941,0.038420761216183305,90,70,10
绩效数据,-0.03817277789117002,0.38095238095238093,-0.34765034550746,-0.059949397807890756,90,70,15
绩效数据,0.0030375904984112356,0.42857142857142855,-0.16441182977395818,0.004901410304772549,90,70,20
绩效数据,-0.0038469623950272425,0.5,-0.19505278642971252,-0.00625815096536073,90,70,25
绩效数据,-0.018642221373177503,0.47619047619047616,-0.2607924326384199,-0.03433344643576472,100,70,5
绩效数据,-0.02921178544248293,0.40476190476190477,-0.3078499451595952,-0.050322243217223506,100,70,10
绩效数据,-0.04528932338373204,0.4523809523809524,-0.37940853788714907,-0.07317994634759283,100,70,15
绩效数据,-0.004502450761395549,0.5,-0.198071121169883,-0.007206699661315587,100,70,20
绩效数据,-0.001228114501016564,0.47619047619047616,-0.18353690825330995,-0.0020702212014134906,100,70,25
绩效数据,0.028305551084434333,0.5,-0.052027635736447454,0.05649106906528532,110,70,5
绩效数据,0.023083549508281287,0.5714285714285714,-0.07529733388209393,0.04541494184333403,110,70,10
绩效数据,0.04145325071132211,0.47619047619047616,0.0064704835224036715,0.07488082283861784,110,70,15
绩效数据,-0.00021490057763517978,0.42857142857142855,-0.17903939612290676,-0.00033473595903200595,110,70,20
绩效数据,0.0009571760691922115,0.4523809523809524,-0.17392807705849025,0.0016774452263324268,110,70,25
绩效数据,-0.06319610794099673,0.40476190476190477,-0.459421658436014,-0.0926638511995707,120,70,5
绩效数据,-0.020458362594304225,0.42857142857142855,-0.2691580322114927,-0.029969692895073508,120,70,10
绩效数据,-0.04516416325150607,0.4523809523809524,-0.37938584839084855,-0.06275350491136372,120,70,15
绩效数据,-0.04010127638429983,0.40476190476190477,-0.35700279499024573,-0.05932215065096015,120,70,20
绩效数据,-0.03459580108368898,0.4523809523809524,-0.33270857908291923,-0.0631974478723283,120,70,25
绩效数据,-0.03256222231952988,0.38095238095238093,-0.323242236479527,-0.044162161672160465,130,70,5
绩效数据,-0.040380721646272266,0.40476190476190477,-0.358248377614927,-0.05811092651416609,130,70,10
绩效数据,-0.02274902378054744,0.5,-0.27986905413558716,-0.03795529913815996,130,70,15
绩效数据,-0.0420847123139545,0.47619047619047616,-0.36621684317107367,-0.07847512967540966,130,70,20
绩效数据,-0.05253551281469926,0.4523809523809524,-0.41291472007002766,-0.08664247880339124,130,70,25
绩效数据,-0.03870446406676242,0.38095238095238093,-0.35103531498183455,-0.06070899313989167,140,70,5
绩效数据,-0.07094706341893897,0.3333333333333333,-0.4950257023390193,-0.11265551746867469,140,70,10
绩效数据,-0.05739524249339256,0.4523809523809524,-0.4346056952323777,-0.0917356553429068,140,70,15
绩效数据,-0.036980855886577735,0.5238095238095238,-0.34363216659291285,-0.06410257185991658,140,70,20
绩效数据,-0.034898020924133966,0.5,-0.33441478531352103,-0.06293301596134063,140,70,25
绩效数据,-0.027015463257378025,0.5,-0.2990283331402342,-0.045161585659416685,150,70,5
绩效数据,-0.05185212131017347,0.4523809523809524,-0.4100260917871355,-0.08342160570204513,150,70,10
绩效数据,-0.040208613525283265,0.4523809523809524,-0.3581283603281528,-0.06859127565528936,150,70,15
绩效数据,-0.018326353371381776,0.4523809523809524,-0.2607890928640204,-0.0317342494226929,150,70,20
绩效数据,-0.008860339960540253,0.42857142857142855,-0.2186187264663597,-0.01626404812091845,150,70,25
绩效数据,-0.025589558190286188,0.38095238095238093,-0.29285181643723096,-0.046477796666658584,160,70,5
绩效数据,0.013642582774188394,0.47619047619047616,-0.11785640799012356,0.02563519089182534,160,70,10
绩效数据,0.02621266677844125,0.5238095238095238,-0.06169537901349712,0.05132350406682928,160,70,15
绩效数据,0.019153140295002036,0.5,-0.09332426406282261,0.03706393198382413,160,70,20
绩效数据,0.016005638314354975,0.4523809523809524,-0.10744660137726458,0.030779800410447578,160,70,25
绩效数据,0.008213336840795282,0.42857142857142855,-0.14222985196674878,0.015143378596115763,170,70,5
绩效数据,0.01869123747559187,0.5,-0.09539188850405603,0.03614482105881193,170,70,10
绩效数据,0.03299224912764931,0.47619047619047616,-0.03138276251397672,0.06250059203568589,170,70,15
绩效数据,0.019041255536079715,0.42857142857142855,-0.09398657461843835,0.03410405620119433,170,70,20
绩效数据,-0.03852020339016393,0.4523809523809524,-0.3522578145067437,-0.0650296280508378,170,70,25
绩效数据,0.04065293357080524,0.4523809523809524,0.002924136015558561,0.07168594740737466,180,70,5
绩效数据,0.01535099099619286,0.42857142857142855,-0.11053366761364194,0.02687664968589522,180,70,10
绩效数据,0.010602298971478463,0.42857142857142855,-0.13188984540997806,0.019809338428656644,180,70,15
绩效数据,0.001304757663309175,0.42857142857142855,-0.17361411908483387,0.0023683894472553446,180,70,20
绩效数据,-0.03290180607775661,0.5,-0.3274760068297375,-0.05364525087668285,180,70,25
绩效数据,-0.009828744824684876,0.38095238095238093,-0.22354217484777666,-0.016436755274920296,190,70,5
绩效数据,-0.025285939788297296,0.3333333333333333,-0.29291045672266036,-0.044524133315767746,190,70,10
绩效数据,0.006281303170492025,0.47619047619047616,-0.1514704703241321,0.011606666364213267,190,70,15
绩效数据,0.011108540684365176,0.5,-0.13021318588438033,0.021024502401600937,190,70,20
绩效数据,-0.006722891726203661,0.5,-0.21064020307553738,-0.013052432482356513,190,70,25
绩效数据,-0.026267697056685302,0.40476190476190477,-0.2976746161818877,-0.04669540507027338,200,70,5
绩效数据,0.003858559921130711,0.4523809523809524,-0.16288555353108464,0.0071214253483443775,200,70,10
绩效数据,-0.005610340609233377,0.4523809523809524,-0.20562485169488157,-0.010805745507026234,200,70,15
绩效数据,0.027536559054914367,0.47619047619047616,-0.05621747374636709,0.054973361668286286,200,70,20
绩效数据,0.010677774229651105,0.5238095238095238,-0.13230313595676485,0.02321659900039023,200,70,25
绩效数据,0.012291168920375295,0.42857142857142855,-0.12492474745168221,0.023191350009700868,210,70,5
绩效数据,0.025735806983127052,0.47619047619047616,-0.06433944272055556,0.047377385327850616,210,70,10
绩效数据,0.030409904267945986,0.47619047619047616,-0.0432740531157771,0.06058541052753941,210,70,15
绩效数据,0.0038496438673314426,0.4523809523809524,-0.16312980595597354,0.008462033641348928,210,70,20
绩效数据,0.01338961150600304,0.47619047619047616,-0.12009584398510927,0.029256745875223856,210,70,25
绩效数据,-0.016973563389307555,0.40476190476190477,-0.257054431000012,-0.029087846456726237,220,70,5
绩效数据,0.01608173079723696,0.47619047619047616,-0.10793581914902632,0.029431647035268228,220,70,10
绩效数据,0.012915035986313717,0.5,-0.12223747457196865,0.02396801904241773,220,70,15
绩效数据,0.03254035317163306,0.4523809523809524,-0.03367335185693548,0.06676092835057115,220,70,20
绩效数据,0.009931956623103755,0.42857142857142855,-0.13574191866763086,0.020092437161824427,220,70,25
绩效数据,0.000658872016389811,0.4523809523809524,-0.17754524803377042,0.0011207620439026252,230,70,5
绩效数据,0.01190042343362685,0.4523809523809524,-0.12683344195162896,0.0218268499668519,230,70,10
绩效数据,0.005454326825192535,0.5,-0.15595426846324298,0.010147006622033192,230,70,15
绩效数据,-0.0059756343949574076,0.42857142857142855,-0.2075651727567958,-0.01108579922830048,230,70,20
绩效数据,0.010673907968014928,0.40476190476190477,-0.13241229757905473,0.020638860532745065,230,70,25
绩效数据,0.04326849274764566,0.5238095238095238,0.014489606892177695,0.07209653918773032,80,75,5
绩效数据,0.05283709759978339,0.47619047619047616,0.056986512735396164,0.09689648371836224,80,75,10
绩效数据,0.06698652449158926,0.5238095238095238,0.11990529573908452,0.13583016917462024,80,75,15
绩效数据,0.031973231305793215,0.4523809523809524,-0.0356703994295921,0.061305261571218884,80,75,20
绩效数据,-0.0004501031923471732,0.4523809523809524,-0.17989301249555434,-0.0007604590005285031,80,75,25
绩效数据,-0.001444629765451344,0.42857142857142855,-0.1840886000733738,-0.0023578711878284907,90,75,5
绩效数据,-0.024080043467041956,0.4523809523809524,-0.2847301105373563,-0.04220571492943507,90,75,10
绩效数据,-0.04713434373631953,0.38095238095238093,-0.3875096043021784,-0.08606428754857992,90,75,15
绩效数据,-0.05270462094925232,0.40476190476190477,-0.41235825730521053,-0.09601735811148948,90,75,20
绩效数据,-0.048177263583245256,0.42857142857142855,-0.3922576523831934,-0.08168827872588535,90,75,25
绩效数据,-0.05875166762058981,0.40476190476190477,-0.43918774483980483,-0.08802859857297415,100,75,5
绩效数据,-0.05121270461280647,0.40476190476190477,-0.40572069003246397,-0.07533377787951158,100,75,10
绩效数据,-0.016553495175387845,0.5,-0.2515737501114676,-0.02414089904264137,100,75,15
绩效数据,0.010802277760311396,0.5238095238095238,-0.12995752939961652,0.016835071494844797,100,75,20
绩效数据,0.029223937986217585,0.5238095238095238,-0.047976805261413284,0.05121239953840297,100,75,25
绩效数据,0.025570095964903228,0.5,-0.06419673053944441,0.037914111726522766,110,75,5
绩效数据,0.018014746458241637,0.42857142857142855,-0.09785744031358234,0.029560364262068976,110,75,10
绩效数据,-0.019819445625943066,0.42857142857142855,-0.26629478670407214,-0.031064141519658424,110,75,15
绩效数据,0.0031983420190200285,0.47619047619047616,-0.1638446249724592,0.005251603637961006,110,75,20
绩效数据,0.024501684811200075,0.5238095238095238,-0.06904686389099679,0.0511702165568919,110,75,25
绩效数据,-0.004304785975422498,0.47619047619047616,-0.19723233937853837,-0.006348838288313677,120,75,5
绩效数据,-0.03451836408571096,0.42857142857142855,-0.3317536094304766,-0.0479612530267498,120,75,10
绩效数据,-0.05427985371144883,0.4523809523809524,-0.42000250528817373,-0.08393235045308649,120,75,15
绩效数据,-0.02655461770507228,0.42857142857142855,-0.296623825550609,-0.040476477971896414,120,75,20
绩效数据,-0.027071678670971155,0.5,-0.2991486828489426,-0.042722991145738895,120,75,25
绩效数据,-0.03998410347437065,0.42857142857142855,-0.35630704814952524,-0.06641502945584922,130,75,5
绩效数据,-0.04445947817125484,0.5,-0.37642933107279236,-0.06238455771703222,130,75,10
绩效数据,-0.05056942741773973,0.5238095238095238,-0.4039634620878098,-0.06994326383161589,130,75,15
绩效数据,-0.03834815466884689,0.47619047619047616,-0.34954461691192223,-0.054063597834302826,130,75,20
绩效数据,-0.055825616864280114,0.5,-0.4275996347033683,-0.07877095562587264,130,75,25
绩效数据,-0.0692796400626624,0.47619047619047616,-0.48744493896973207,-0.10729905933682903,140,75,5
绩效数据,-0.05312599332994572,0.47619047619047616,-0.4154862737976285,-0.09365635402578912,140,75,10
绩效数据,-0.03289333564408092,0.5,-0.32525671864159067,-0.059365820234681115,140,75,15
绩效数据,-0.02481824203508398,0.47619047619047616,-0.2893380333324507,-0.045588158529401186,140,75,20
绩效数据,-0.03166304636133144,0.4523809523809524,-0.31997006962524543,-0.049239865265474164,140,75,25
绩效数据,-0.04502528955875129,0.47619047619047616,-0.3793963258010591,-0.07470329299707597,150,75,5
绩效数据,-0.06740478889889645,0.42857142857142855,-0.47947650036966294,-0.1144591051470398,150,75,10
绩效数据,-0.0400692664239205,0.4523809523809524,-0.35750611979159,-0.06924848056214403,150,75,15
绩效数据,-0.04548407315107372,0.38095238095238093,-0.38222339960045393,-0.0790545522821041,150,75,20
绩效数据,-0.046627316134292274,0.42857142857142855,-0.38760585380034823,-0.08101398905435382,150,75,25
绩效数据,-0.01629667663512313,0.5,-0.25136065394747936,-0.031144536207692176,160,75,5
绩效数据,0.01189995129378163,0.5476190476190477,-0.1256478552887904,0.02301601345776366,160,75,10
绩效数据,0.031869953231359105,0.5238095238095238,-0.03638110850137595,0.06225587692462594,160,75,15
绩效数据,-0.0005191689513408537,0.5238095238095238,-0.18138054038786477,-0.001002270317191053,160,75,20
绩效数据,-0.03129211077879657,0.42857142857142855,-0.3192243636462542,-0.052726143274336175,160,75,25
绩效数据,0.005477070212364543,0.47619047619047616,-0.15447223204447397,0.009963618752731745,170,75,5
绩效数据,-0.0009235525665856059,0.47619047619047616,-0.18319057288822493,-0.0017811951017566866,170,75,10
绩效数据,0.010735999552190956,0.42857142857142855,-0.13104186677540255,0.019843684443385436,170,75,15
绩效数据,-0.016202393535901805,0.5,-0.2520127324001399,-0.03014804908449936,170,75,20
绩效数据,-0.026938198500533916,0.4523809523809524,-0.3002960659577731,-0.04270270459869262,170,75,25
绩效数据,0.00560125170676562,0.42857142857142855,-0.15403272301127238,0.010396346244903593,180,75,5
绩效数据,-0.00534868738805061,0.4523809523809524,-0.2033470577988407,-0.009648636882784674,180,75,10
绩效数据,-0.003984749673962229,0.4523809523809524,-0.19732651855789593,-0.00723391675064417,180,75,15
绩效数据,-0.011781583823214703,0.5,-0.23232373211470506,-0.02065081542256263,180,75,20
绩效数据,-0.02763076728066871,0.47619047619047616,-0.30379761505396163,-0.043081148757146644,180,75,25
绩效数据,0.005552413790634869,0.4523809523809524,-0.1545435358406803,0.009771594800085019,190,75,5
绩效数据,-0.00905055456413395,0.47619047619047616,-0.2200713851885623,-0.017541684385925245,190,75,10
绩效数据,0.032300451145071296,0.5238095238095238,-0.03459096150026616,0.06474994219006219,190,75,15
绩效数据,-0.02869079729707369,0.4523809523809524,-0.3095717812237202,-0.049575106147459275,190,75,20
绩效数据,0.002954548352614106,0.5,-0.16701459477391853,0.005063098562726567,190,75,25
绩效数据,0.024440257189823678,0.4523809523809524,-0.06990130599740135,0.04688264865766091,200,75,5
绩效数据,0.030334077476888544,0.47619047619047616,-0.04356718567248229,0.05943346338114918,200,75,10
绩效数据,0.024641580420738496,0.4523809523809524,-0.06924615427468965,0.05012566040034031,200,75,15
绩效数据,0.0018094499709211398,0.47619047619047616,-0.17224768432051957,0.0035889415617692934,200,75,20
绩效数据,0.009244524324729886,0.47619047619047616,-0.13876945175430497,0.01686965570442319,200,75,25
绩效数据,0.05437887313672651,0.42857142857142855,0.06483946785316892,0.10632342996209304,210,75,5
绩效数据,0.03358624957836209,0.5,-0.028930574277664645,0.0707573682784934,210,75,10
绩效数据,0.027762426773593418,0.5,-0.055219817249876485,0.06259535236566358,210,75,15
绩效数据,0.01691996531049167,0.47619047619047616,-0.10415343008549399,0.032905219196829066,210,75,20
绩效数据,0.003928905354700474,0.5,-0.16278889943804054,0.007191653906224429,210,75,25
绩效数据,0.02009031940342121,0.42857142857142855,-0.0898360868981769,0.03903741841678931,220,75,5
绩效数据,-0.012336957841161289,0.42857142857142855,-0.23616593259429522,-0.02591534442368507,220,75,10
绩效数据,-0.0023175658254386278,0.47619047619047616,-0.19097670218323223,-0.00516912670547264,220,75,15
绩效数据,-0.02339920821742425,0.4523809523809524,-0.28615006585565805,-0.03760157743970122,220,75,20
绩效数据,-0.03076852958411669,0.4523809523809524,-0.3194686519558278,-0.047180690956830314,220,75,25
绩效数据,0.024074909777339837,0.47619047619047616,-0.07187452920039046,0.04678726611606486,230,75,5
绩效数据,-0.016455029899039464,0.47619047619047616,-0.2548084330475642,-0.03017816861499244,230,75,10
绩效数据,-0.019464476885251547,0.4523809523809524,-0.2684388142445577,-0.040501552302422826,230,75,15
绩效数据,-0.015472294054188929,0.42857142857142855,-0.25043676261345943,-0.029233421276938305,230,75,20
绩效数据,-0.030676697424854793,0.4523809523809524,-0.31910139860796183,-0.04917909939898175,230,75,25
绩效数据,-0.08684907663665897,0.35714285714285715,-0.5635224863984811,-0.127357726943534,90,80,5
绩效数据,-0.042909475398717034,0.4523809523809524,-0.3684009544846683,-0.07145952306803877,90,80,10
绩效数据,-0.055808605774831155,0.4523809523809524,-0.4260950472535691,-0.09014369794906166,90,80,15
绩效数据,-0.06950542003978932,0.5,-0.4871163185343872,-0.11325877090386026,90,80,20
绩效数据,-0.053335011763720575,0.4523809523809524,-0.41520684759208787,-0.10026507319996816,90,80,25
